nflId,height,weight,birthDate,collegeName,position,displayName,height_in,height_m,weight_kg,bmi,position_group,clean_name
44174,6-1,236,1993-02-22,Texas Tech,ILB,Sam Eguavoen,73,1.8541999999999998,107.047712,31.13610160416043,LB,sam eguavoen
44792,6-5,267,1993-09-19,Virginia Commonwealth,TE,Mo Alie-Cox,77,1.9558,121.109064,31.66122864544599,TE,mo alie-cox
44813,6-4,272,1995-12-29,Texas A&amp;M,DE,Myles Garrett,76,1.9304,123.377024,33.10851275442163,DL,myles garrett
44814,6-2,215,1994-08-20,North Carolina,QB,Mitchell Trubisky,74,1.8796,97.52228,27.604060686572797,QB,mitchell trubisky
44815,6-2,280,1995-08-26,Stanford,DT,Solomon Thomas,74,1.8796,127.00576,35.94947438251341,DL,solomon thomas
44816,6-0,228,1995-01-18,Louisiana State,RB,Leonard Fournette,72,1.8288,103.418976,30.922016473662577,RB,leonard fournette
44817,6-3,209,1995-01-11,Western Michigan,WR,Corey Davis,75,1.905,94.80072799999999,26.122919516950144,WR,corey davis
44818,6-1,213,1995-10-17,Louisiana State,SS,Jamal Adams,73,1.8541999999999998,96.615096,28.101651024093947,DB,jamal adams
44819,6-4,218,1994-10-04,Clemson,WR,Mike Williams,76,1.9304,98.883056,26.535499192882043,WR,mike williams
44820,5-11,205,1996-06-07,Stanford,RB,Christian McCaffrey,71,1.8034,92.98636,28.59137993618182,RB,christian mccaffrey
44822,6-3,230,1995-09-17,Texas Tech,QB,Patrick Mahomes,75,1.905,104.32616,28.747710473198726,QB,patrick mahomes
44823,6-0,192,1996-05-20,Ohio State,CB,Marshon Lattimore,72,1.8288,87.089664,26.03959281992638,DB,marshon lattimore
44825,6-1,235,1994-09-22,Temple,OLB,Haason Reddick,73,1.8541999999999998,106.59412,31.004168970244496,LB,haason reddick
44826,6-3,259,1996-06-25,Tennessee,DE,Derek Barnett,75,1.905,117.480328,32.37242179373248,DL,derek barnett
44827,6-1,212,1996-04-02,Ohio State,FS,Malik Hooker,73,1.8541999999999998,96.161504,27.96971839017801,DB,malik hooker
44828,6-0,197,1996-07-08,Alabama,CB,Marlon Humphrey,72,1.8288,89.357624,26.71770721627863,DB,marlon humphrey
44829,6-3,300,1995-01-16,Alabama,DT,Jonathan Allen,75,1.905,136.0776,37.49701366069399,DL,jonathan allen
44830,5-11,185,1995-09-18,Southern California,CB,Adoree' Jackson,71,1.8034,83.91452,25.80197701557871,DB,adoree jackson
44831,6-6,250,1994-11-18,Alabama,TE,O.J. Howard,78,1.9811999999999999,113.398,28.890080791338445,TE,oj howard
44832,6-5,300,1992-05-27,Utah,T,Garett Bolles,77,1.9558,136.0776,35.57441420836628,OL,garett bolles
44834,6-3,250,1995-03-06,Missouri,OLB,Charles Harris,75,1.905,113.398,31.247511383911657,LB,charles harris
44835,6-3,240,1994-09-02,Mississippi,TE,Evan Engram,75,1.905,108.86207999999999,29.99761092855519,TE,evan engram
44837,5-11,213,1995-10-04,Michigan,SS,Jabrill Peppers,71,1.8034,96.615096,29.707141104423055,DB,jabrill peppers
44838,6-2,265,1995-11-02,UCLA,DE,Takkarist McKinley,74,1.8796,120.20188,34.023609683450196,DL,takkarist mckinley
44841,6-4,246,1996-07-10,Miami,TE,David Njoku,76,1.9304,111.583632,29.94372844701368,TE,david njoku
44842,6-4,252,1994-10-11,Wisconsin,OLB,T.J. Watt,76,1.9304,114.305184,30.674063287184747,LB,tj watt
44844,6-6,314,1994-04-22,Wisconsin,T,Ryan Ramczyk,78,1.9811999999999999,142.427888,36.285941473921085,OL,ryan ramczyk
44846,6-6,320,1995-10-09,Alabama,T,Cam Robinson,78,1.9811999999999999,145.14944,36.97930341291321,OL,cam robinson
44848,5-10,195,1996-01-10,Washington,SS,Budda Baker,70,1.778,88.45044,27.979276774880077,DB,budda baker
44849,6-2,200,1995-03-30,East Carolina,WR,Zay Jones,74,1.8796,90.7184,25.67819598750958,WR,zay jones
44851,6-0,207,1993-03-09,Florida,FS,Marcus Maye,72,1.8288,93.893544,28.073936008983132,DB,marcus maye
44852,5-11,195,1996-08-11,Ohio State,WR,Curtis Samuel,71,1.8034,88.45044,27.196678475880265,WR,curtis samuel
44853,5-10,210,1995-08-10,Florida State,RB,Dalvin Cook,70,1.778,95.25431999999999,30.131528834486236,RB,dalvin cook
44854,6-1,195,1996-09-08,Utah,FS,Marcus Williams,73,1.8541999999999998,88.45044,25.726863613607133,DB,marcus williams
44855,6-0,181,1996-05-21,Washington,CB,Sidney Jones,72,1.8288,82.100152,24.54774114795143,DB,sidney jones
44856,6-3,240,1994-06-25,South Alabama,TE,Gerald Everett,75,1.905,108.86207999999999,29.99761092855519,TE,gerald everett
44858,6-2,193,1996-08-16,Florida,CB,Quincy Wilson,74,1.8796,87.543256,24.779459127946744,DB,quincy wilson
44859,6-3,240,1995-05-23,Houston,OLB,Tyus Bowser,75,1.905,108.86207999999999,29.99761092855519,LB,tyus bowser
44860,6-1,220,1996-07-24,Oklahoma,RB,Joe Mixon,73,1.8541999999999998,99.79024,29.025179461505484,RB,joe mixon
44861,6-2,253,1994-08-12,Alabama,OLB,Ryan Anderson,74,1.8796,114.758776,32.48291792419962,LB,ryan anderson
44862,6-0,199,1995-08-26,Texas A&amp;M,SS,Justin Evans,72,1.8288,90.264808,26.98895297481953,DB,justin evans
44863,6-4,280,1994-09-30,Florida State,DE,DeMarcus Walker,76,1.9304,127.00576,34.082292541316384,DL,demarcus walker
44866,6-2,242,1995-11-17,Ohio State,ILB,Raekwon McMillan,74,1.8796,109.76926399999999,31.07061714488659,LB,raekwon mcmillan
44867,6-3,318,1994-02-28,Alabama,DT,Dalvin Tomlinson,75,1.905,144.242256,39.74683448033563,DL,dalvin tomlinson
44869,6-3,238,1994-12-02,Vanderbilt,ILB,Zach Cunningham,75,1.905,107.954896,29.7476308374839,LB,zach cunningham
44870,6-6,320,1995-08-05,Louisiana State,C,Ethan Pocic,78,1.9811999999999999,145.14944,36.97930341291321,OL,ethan pocic
44871,6-7,289,1994-06-14,Villanova,DE,Tanoh Kpassagnon,79,2.0065999999999997,131.088088,32.556792625201986,DL,tanoh kpassagnon
44872,6-0,202,1995-05-24,Colorado,CB,Chidobe Awuzie,72,1.8288,91.625584,27.395821612630883,DB,chidobe awuzie
44873,6-2,220,1994-09-20,North Carolina State,FS,Josh Jones,74,1.8796,99.79024,28.246015586260537,DB,josh jones
44874,6-1,215,1996-11-22,Southern California,WR,JuJu Smith-Schuster,73,1.8541999999999998,97.52228,28.365516291925815,WR,juju smith-schuster
44875,6-5,320,1994-04-26,Temple,T,Dion Dawkins,77,1.9558,145.14944,37.94604182225737,OL,dion dawkins
44876,6-5,325,1994-03-18,Western Michigan,T,Taylor Moton,77,1.9558,147.4174,38.53894872573014,OL,taylor moton
44877,6-3,305,1994-06-03,North Carolina-Charlotte,DT,Larry Ogunjobi,75,1.905,138.34556,38.12196388837222,DL,larry ogunjobi
44878,6-2,195,1995-03-21,Colorado,CB,Ahkello Witherspoon,74,1.8796,88.45044,25.03624108782184,DB,ahkello witherspoon
44879,5-10,215,1995-07-25,Tennessee,RB,Alvin Kamara,70,1.778,97.52228,30.84894618768829,RB,alvin kamara
44880,6-3,264,1995-03-02,Illinois,DE,Dawuane Smoot,75,1.905,119.748288,32.99737202141071,DL,dawuane smoot
44881,6-2,208,1993-06-15,Eastern Washington,WR,Cooper Kupp,74,1.8796,94.347136,26.705323827009963,WR,cooper kupp
44882,6-3,303,1994-07-06,Ohio State,C,Pat Elflein,75,1.905,137.438376,37.87198379730093,OL,pat elflein
44886,6-5,300,1993-08-25,Michigan,DE,Chris Wormley,77,1.9558,136.0776,35.57441420836628,DL,chris wormley
44887,6-1,230,1994-08-09,Louisiana State,ILB,Duke Riley,73,1.8541999999999998,104.32616,30.344505800664827,LB,duke riley
44888,6-3,240,1994-09-22,Florida,ILB,Alex Anzalone,75,1.905,108.86207999999999,29.99761092855519,LB,alex anzalone
44892,6-4,266,1994-03-18,Ohio,DE,Tarell Basham,76,1.9304,120.655472,32.37817791425057,DL,tarell basham
44893,6-0,204,1994-04-09,UCLA,CB,Fabian Moreau,72,1.8288,92.532768,27.667067371171782,DB,fabian moreau
44896,6-1,209,1996-02-27,Penn State,WR,Chris Godwin,73,1.8541999999999998,94.80072799999999,27.573920488430208,WR,chris godwin
44898,5-11,216,1995-08-06,Toledo,RB,Kareem Hunt,71,1.8034,97.975872,30.125551542513524,RB,kareem hunt
44901,6-1,233,1996-04-24,Texas,RB,D'Onta Foreman,73,1.8541999999999998,105.686936,30.74030370241263,RB,donta foreman
44902,6-0,198,1995-07-20,Central Florida,CB,Shaquill Griffin,72,1.8288,89.811216,26.85333009554908,DB,shaquill griffin
44903,6-0,209,1995-12-19,Boston College,FS,John Johnson,72,1.8288,94.80072799999999,28.34518176752403,DB,john johnson
44904,5-10,195,1995-08-31,Michigan,CB,Jourdan Lewis,70,1.778,88.45044,27.979276774880077,DB,jourdan lewis
44905,6-4,304,1995-07-24,Auburn,NT,Montravius Adams,76,1.9304,137.891968,37.00363190200065,DL,montravius adams
44906,5-11,188,1995-02-27,Tennessee,CB,Cameron Sutton,71,1.8034,85.275296,26.22038745366918,DB,cameron sutton
44908,6-4,213,1993-11-03,Northern Illinois,WR,Kenny Golladay,76,1.9304,96.615096,25.92688682607282,WR,kenny golladay
44911,6-2,209,1995-08-29,West Virginia,CB,Rasul Douglas,74,1.8796,94.80072799999999,26.83371480694751,DB,rasul douglas
44912,6-3,248,1995-08-22,Florida International,TE,Jonnu Smith,75,1.905,112.490816,30.997531292840364,TE,jonnu smith
44915,6-4,270,1994-12-05,Florida Atlantic,DE,Trey Hendrickson,76,1.9304,122.46984,32.86506780769795,DL,trey hendrickson
44917,6-1,233,1995-05-05,Pittsburgh,RB,James Conner,73,1.8541999999999998,105.686936,30.74030370241263,RB,james conner
44922,6-3,316,1994-07-12,Iowa,DT,Jaleel Johnson,75,1.905,143.335072,39.496854389264335,DL,jaleel johnson
44925,6-0,202,1993-12-10,Alabama,SS,Eddie Jackson,72,1.8288,91.625584,27.395821612630883,DB,eddie jackson
44926,6-1,220,1994-01-25,Miami,SS,Rayshawn Jenkins,73,1.8541999999999998,99.79024,29.025179461505484,DB,rayshawn jenkins
44927,5-11,240,1995-09-16,Oklahoma,RB,Samaje Perine,71,1.8034,108.86207999999999,33.47283504723725,RB,samaje perine
44929,6-2,265,1995-06-29,Auburn,DE,Carl Lawson,74,1.8796,120.20188,34.023609683450196,DL,carl lawson
44930,6-3,196,1995-02-16,Texas A&amp;M,WR,Josh Reynolds,75,1.905,88.904032,24.49804892498674,WR,josh reynolds
44931,6-4,221,1993-09-16,North Carolina,WR,Mack Hollins,76,1.9304,100.243832,26.900666612967576,WR,mack hollins
44937,6-0,233,1995-01-31,Tennessee,OLB,Jalen Reeves-Maybin,72,1.8288,105.686936,31.600130870014826,LB,jalen reeves-maybin
44938,6-3,245,1995-05-09,Eastern Washington,DE,Samson Ebukam,75,1.905,111.13004,30.622561156233424,DL,samson ebukam
44944,6-5,275,1994-07-26,Arkansas,DE,Deatrich Wise,77,1.9558,124.7378,32.609879691002426,DL,deatrich wise
44947,6-0,213,1995-04-03,Brigham Young,RB,Jamaal Williams,72,1.8288,96.615096,28.887673284605828,RB,jamaal williams
44949,6-4,284,1995-03-28,Oregon State,C,Sean Harlow,76,1.9304,128.820128,34.56918243476377,OL,sean harlow
44955,6-3,297,1993-12-05,Clemson,DE,Carlos Watkins,75,1.905,134.716824,37.12204352408705,DL,carlos watkins
44957,6-4,315,1993-10-20,"Albany State, Ga.",DT,Grover Stewart,76,1.9304,142.88148,38.342579108980935,DL,grover stewart
44959,6-4,250,1993-10-09,Iowa,TE,George Kittle,76,1.9304,113.398,30.43061834046106,TE,george kittle
44964,5-10,201,1994-12-14,Iowa,CB,Desmond King,70,1.778,91.171992,28.840177598722544,DB,desmond king
44968,6-0,226,1995-02-26,UCLA,OLB,Jayon Brown,72,1.8288,102.511792,30.650770715121677,LB,jayon brown
44972,6-4,335,1994-12-13,Texas A&amp;M,G,Jermaine Eluemunor,76,1.9304,151.95332,40.777028576217816,OL,jermaine eluemunor
44974,6-1,230,1995-08-08,Northwestern,MLB,Anthony Walker,73,1.8541999999999998,104.32616,30.344505800664827,LB,anthony walker
44976,6-0,223,1994-07-28,Boston College,OLB,Matt Milano,72,1.8288,101.151016,30.243902077310327,LB,matt milano
44978,5-10,190,1995-04-03,San Diego,WR,Jamal Agnew,70,1.778,86.18248,27.261859421678025,WR,jamal agnew
44985,5-8,173,1995-04-09,Georgia,WR,Isaiah McKenzie,68,1.7271999999999998,78.471416,26.30426861199744,WR,isaiah mckenzie
44987,6-5,253,1994-05-01,Drake,TE,Eric Saubert,77,1.9558,114.758776,30.00108931572223,TE,eric saubert
44990,5-8,181,1994-04-30,Louisiana Tech,WR,Trent Taylor,68,1.7271999999999998,82.100152,27.52065097555801,WR,trent taylor
44991,6-3,311,1994-11-11,Louisiana State,NT,Davon Godchaux,75,1.905,141.067112,38.8719041615861,DL,davon godchaux
44995,5-9,208,1994-12-02,Texas-El Paso,RB,Aaron Jones,69,1.7526,94.347136,30.715890207247757,RB,aaron jones
44999,6-0,205,1995-04-19,Virginia Tech,SS,Chuck Clark,72,1.8288,92.98636,27.802690250442232,DB,chuck clark
45004,5-11,202,1995-07-26,Louisiana Tech,FS,Xavier Woods,71,1.8034,91.625584,28.17296949809135,DB,xavier woods
45005,6-2,255,1994-05-17,West Georgia,RB,Alex Armah,74,1.8796,115.66596,32.73969988407471,RB,alex armah
45008,6-1,228,1994-12-16,Boise State,ILB,Tanner Vallejo,73,1.8541999999999998,103.418976,30.08064053283296,LB,tanner vallejo
45009,6-4,250,1995-03-28,Miami,DE,Al-Quadin Muhammad,76,1.9304,113.398,30.43061834046106,DL,al-quadin muhammad
45011,6-0,321,1995-01-19,Mississippi,DT,D.J. Jones,72,1.8288,145.60303199999998,43.534944245814415,DL,dj jones
45012,6-4,312,1993-08-23,Wyoming,C,Chase Roullier,76,1.9304,141.520704,37.9774116888954,OL,chase roullier
45021,6-0,204,1994-11-01,Auburn,SS,Rudy Ford,72,1.8288,92.532768,27.667067371171782,DB,rudy ford
45024,6-8,305,1992-10-19,UCLA,T,Conor McDermott,80,2.032,138.34556,33.505632323764644,OL,conor mcdermott
45030,6-4,307,1994-08-12,Chattanooga,C,Corey Levin,76,1.9304,139.252744,37.36879932208618,OL,corey levin
45033,6-3,258,1994-04-08,Northwestern,DE,Ifeadi Odenigbo,75,1.905,117.026736,32.24743174819683,DL,ifeadi odenigbo
45038,6-4,280,1995-04-22,Notre Dame,DE,Isaac Rochell,76,1.9304,127.00576,34.082292541316384,DL,isaac rochell
45045,6-2,229,1996-02-08,Kansas State,OLB,Elijah Lee,74,1.8796,103.872568,29.40153440569847,LB,elijah lee
45052,6-2,225,1996-01-06,Ohio State,WR,Noah Brown,74,1.8796,102.0582,28.887970485948276,WR,noah brown
45056,6-5,320,1994-03-04,Baylor,G,Kyle Fuller,77,1.9558,145.14944,37.94604182225737,OL,kyle fuller
45063,6-4,270,1993-11-01,Eastern Michigan,DE,Pat O'Connor,76,1.9304,122.46984,32.86506780769795,DL,pat oconnor
45064,6-5,252,1993-11-04,Buffalo,TE,Mason Schreck,77,1.9558,114.305184,29.882507935027675,TE,mason schreck
45069,6-5,260,1994-01-27,San Diego State,C,Daniel Brunskill,77,1.9558,117.93392,30.83115898058411,OL,daniel brunskill
45094,6-4,232,1994-11-23,Oregon,TE,Johnny Mundt,76,1.9304,105.233344,28.239613819947863,TE,johnny mundt
45102,6-2,214,1994-12-18,Old Dominion,WR,Zach Pascal,74,1.8796,97.068688,27.475669706635248,WR,zach pascal
45159,5-11,212,1995-02-26,Temple,QB,Phillip Walker,71,1.8034,96.161504,29.567670958392902,QB,phillip walker
45185,6-1,203,1995-08-04,Eastern Washington,WR,Kendrick Bourne,73,1.8541999999999998,92.079176,26.782324684934608,WR,kendrick bourne
45186,5-10,190,1995-02-28,Georgia Southern,RB,Matt Breida,70,1.778,86.18248,27.261859421678025,RB,matt breida
45198,6-1,210,1995-03-21,Southern Mississippi,QB,Nick Mullens,73,1.8541999999999998,95.25431999999999,27.70585312234614,QB,nick mullens
45203,6-5,250,1995-02-18,Louisiana State,DE,Tashawn Bower,77,1.9558,113.398,29.645345173638567,DL,tashawn bower
45215,6-1,230,1994-09-26,Cincinnati,OLB,Eric Wilson,73,1.8541999999999998,104.32616,30.344505800664827,LB,eric wilson
45217,6-3,248,1995-09-05,Nebraska,TE,Cethan Carter,75,1.905,112.490816,30.997531292840364,TE,cethan carter
45226,6-3,345,1994-05-02,Colorado,NT,Josh Tupou,75,1.905,156.48924,43.121565709798084,DL,josh tupou
45244,6-2,221,1990-08-23,Brigham Young,TE,Taysom Hill,74,1.8796,100.243832,28.374406566198086,TE,taysom hill
45268,6-3,311,1994-05-27,Maine,FB,Patrick Ricard,75,1.905,141.067112,38.8719041615861,RB,patrick ricard
45280,6-4,209,1993-11-18,Arkansas,WR,Cody Hollister,76,1.9304,94.80072799999999,25.439996932625444,WR,cody hollister
45281,6-4,245,1993-11-18,Wyoming,TE,Jacob Hollister,76,1.9304,111.13004,29.822005973651837,TE,jacob hollister
45287,5-9,190,1995-08-23,Valdosta State,CB,Kenny Moore,69,1.7526,86.18248,28.057784323928235,DB,kenny moore
45339,6-6,258,1994-05-04,Oregon,TE,Pharaoh Brown,78,1.9811999999999999,117.026736,29.814563376661273,TE,pharaoh brown
45345,6-0,225,1995-07-10,Greenville,OLB,Nicholas Morrow,72,1.8288,102.0582,30.515147835851227,LB,nicholas morrow
45352,6-0,240,1994-01-10,Villanova,ILB,Austin Calitro,72,1.8288,108.86207999999999,32.54949102490797,LB,austin calitro
45355,6-2,246,1995-02-19,Harvard,TE,Anthony Firkser,74,1.8796,111.583632,31.58418106463678,TE,anthony firkser
45369,6-4,210,1995-08-14,Hawaii,WR,Marcus Kemp,76,1.9304,95.25431999999999,25.561719405987287,WR,marcus kemp
45395,5-10,190,1993-07-13,Memphis,CB,Arthur Maulet,70,1.778,86.18248,27.261859421678025,DB,arthur maulet
45507,6-1,193,12/18/1994,Wyoming,WR,Tanner Gentry,73,1.8541999999999998,87.543256,25.462998345775265,WR,tanner gentry
45533,6-0,231,1994-02-21,Northwestern,ILB,Joseph Jones,72,1.8288,104.779752,31.328885111473927,LB,joseph jones
45536,6-3,225,1993-11-21,Central Michigan,QB,Cooper Rush,75,1.905,102.0582,28.122760245520492,QB,cooper rush
45550,6-6,329,1995-02-10,Massachusetts,T,Elijah Wilkinson,78,1.9811999999999999,149.231768,38.019346321401386,OL,elijah wilkinson
45555,6-1,194,1993-04-20,Kentucky Wesleyan,WR,Keelan Cole,73,1.8541999999999998,87.996848,25.5949309796912,WR,keelan cole
45571,6-2,196,1995-01-06,Brigham Young,CB,Michael Davis,74,1.8796,88.904032,25.16463206775939,DB,michael davis
45573,5-10,200,1995-05-17,"Western State, Colo.",RB,Austin Ekeler,70,1.778,90.7184,28.696694128082132,RB,austin ekeler
45630,6-7,317,1994-05-16,Toledo,T,Storm Norton,79,2.0065999999999997,143.788664,35.71108395221118,OL,storm norton
45635,6-5,237,1994-04-30,Indiana State,TE,Robert Tonyan,77,1.9558,107.501304,28.103787224609363,TE,robert tonyan
45643,6-0,237,1994-05-19,Missouri State,ILB,Dylan Cole,72,1.8288,107.501304,32.14262238709663,LB,dylan cole
45695,6-6,309,1994-08-19,Eastern Michigan,G,Andrew Wylie,78,1.9811999999999999,140.159928,35.70813985809432,OL,andrew wylie
45719,5-10,205,1994-05-04,Wisconsin,RB,Dare Ogunbowale,70,1.778,92.98636,29.414111481284188,RB,dare ogunbowale
45721,6-9,325,1994-09-20,Arkansas,T,Dan Skipper,81,2.0574,147.4174,34.82661591142417,OL,dan skipper
45785,6-6,220,1995-03-15,Wisconsin-Platteville,TE,Dan Arnold,78,1.9811999999999999,99.79024,25.42327109637783,TE,dan arnold
45798,6-5,307,1994-08-28,Maryland,G,Michael Dunn,77,1.9558,139.252744,36.404483873228166,OL,michael dunn
45900,6-0,200,1994-11-01,Washington State,WR,River Cracraft,72,1.8288,90.7184,27.12457585408998,WR,river cracraft
46070,6-1,215,1995-04-14,Oklahoma,QB,Baker Mayfield,73,1.8541999999999998,97.52228,28.365516291925815,QB,baker mayfield
46071,5-11,233,1997-02-09,Penn State,RB,Saquon Barkley,71,1.8034,105.686936,32.49654402502616,RB,saquon barkley
46073,5-11,191,1997-04-28,Ohio State,CB,Denzel Ward,71,1.8034,86.636072,26.638797891759644,DB,denzel ward
46074,6-4,275,1996-06-24,North Carolina State,OLB,Bradley Chubb,76,1.9304,124.7378,33.473680174507166,LB,bradley chubb
46075,6-5,330,1996-03-19,Notre Dame,G,Quenton Nelson,77,1.9558,149.68536,39.13185562920291,OL,quenton nelson
46076,6-5,237,1996-05-21,Wyoming,QB,Josh Allen,77,1.9558,107.501304,28.103787224609363,QB,josh allen
46077,6-0,230,1997-04-08,Georgia,ILB,Roquan Smith,72,1.8288,104.32616,31.193262232203477,LB,roquan smith
46078,6-8,315,1995-01-12,Notre Dame,T,Mike McGlinchey,80,2.032,142.88148,34.604177645855295,OL,mike mcglinchey
46080,6-1,207,1996-11-17,Alabama,FS,Minkah Fitzpatrick,73,1.8541999999999998,93.893544,27.310055220598343,DB,minkah fitzpatrick
46081,6-4,347,1995-02-05,Washington,NT,Vita Vea,76,1.9304,157.396424,42.23769825655995,DL,vita vea
46082,6-3,320,1997-05-27,Alabama,DT,Daron Payne,75,1.905,145.14944,39.99681457140692,DL,daron payne
46083,6-6,265,1996-09-04,Texas-San Antonio,DE,Marcus Davenport,78,1.9811999999999999,120.20188,30.623485638818753,DL,marcus davenport
46084,6-8,325,1995-10-09,UCLA,T,Kolton Miller,80,2.032,147.4174,35.70272296794593,OL,kolton miller
46085,6-5,250,1998-05-02,Virginia Tech,ILB,Tremaine Edmunds,77,1.9558,113.398,29.645345173638567,LB,tremaine edmunds
46086,6-2,215,1996-08-03,Florida State,FS,Derwin James,74,1.8796,97.52228,27.604060686572797,DB,derwin james
46087,5-10,196,1997-02-09,Louisville,CB,Jaire Alexander,70,1.778,88.904032,28.12276024552049,DB,jaire alexander
46088,6-4,256,1996-02-08,Boise State,OLB,Leighton Vander Esch,76,1.9304,116.119552,31.160953180632124,LB,leighton vander esch
46089,6-5,311,1996-05-17,Arkansas,C,Frank Ragnow,77,1.9558,141.067112,36.87880939600638,OL,frank ragnow
46090,6-4,312,1994-10-11,Ohio State,C,Billy Price,76,1.9304,141.520704,37.9774116888954,OL,billy price
46091,6-2,234,1995-11-08,Alabama,ILB,Rashaan Evans,74,1.8796,106.140528,30.04348930538621,LB,rashaan evans
46092,6-2,310,1995-12-09,Georgia,T,Isaiah Wynn,74,1.8796,140.61352,39.801203780639845,OL,isaiah wynn
46093,5-11,215,1997-04-14,Maryland,WR,D.J. Moore,71,1.8034,97.52228,29.986081396483367,WR,dj moore
46094,6-4,245,1993-08-24,South Carolina,TE,Hayden Hurst,76,1.9304,111.13004,29.822005973651837,TE,hayden hurst
46096,5-11,220,1996-02-02,San Diego State,RB,Rashaad Penny,71,1.8034,99.79024,30.683432126634145,RB,rashaad penny
46097,6-1,217,1997-01-20,Virginia Tech,SS,Terrell Edmunds,73,1.8541999999999998,98.429464,28.629381559757682,DB,terrell edmunds
46098,6-4,291,1996-03-11,Florida,DT,Taven Bryan,76,1.9304,131.995272,35.42123974829667,DL,taven bryan
46099,5-10,191,1997-02-11,Central Florida,CB,Mike Hughes,70,1.778,86.636072,27.405342892318437,DB,mike hughes
46100,5-11,215,1995-02-17,Georgia,RB,Sony Michel,71,1.8034,97.52228,29.986081396483367,RB,sony michel
46101,6-2,212,1997-01-07,Louisville,QB,Lamar Jackson,74,1.8796,96.161504,27.218887746760153,QB,lamar jackson
46102,6-4,305,1995-09-05,Nevada,G,Austin Corbett,76,1.9304,138.34556,37.12535437536249,OL,austin corbett
46103,6-2,327,1995-09-02,Texas-El Paso,G,Will Hernandez,74,1.8796,148.324584,41.983850439578156,OL,will hernandez
46104,5-11,225,1995-12-27,Georgia,RB,Nick Chubb,71,1.8034,102.0582,31.380782856784922,RB,nick chubb
46105,6-2,230,1995-07-27,South Carolina State,MLB,Shaquille Leonard,74,1.8796,104.32616,29.529925385636016,LB,shaquille leonard
46106,6-6,315,1996-03-25,Auburn,T,Braden Smith,78,1.9811999999999999,142.88148,36.40150179708644,OL,braden smith
46108,6-3,305,1997-09-13,Iowa,G,James Daniels,75,1.905,138.34556,38.12196388837222,OL,james daniels
46109,6-4,216,1995-10-10,Southern Methodist,WR,Courtland Sutton,76,1.9304,97.975872,26.292054246158354,WR,courtland sutton
46111,6-6,252,1995-10-03,Penn State,TE,Mike Gesicki,78,1.9811999999999999,114.305184,29.12120143766915,TE,mike gesicki
46113,6-1,195,1995-10-23,Washington,WR,Dante Pettis,73,1.8541999999999998,88.45044,25.726863613607133,WR,dante pettis
46114,6-0,196,1996-04-03,Iowa,CB,Josh Jackson,72,1.8288,88.904032,26.58208433700818,DB,josh jackson
46116,5-11,200,1996-11-18,Texas A&amp;M,WR,Christian Kirk,71,1.8034,90.7184,27.894029206031043,WR,christian kirk
46117,6-2,251,1996-12-28,Southern California,OLB,Uchenna Nwosu,74,1.8796,113.851592,32.22613596432452,LB,uchenna nwosu
46118,6-5,256,1995-01-03,South Dakota State,TE,Dallas Goedert,77,1.9558,116.119552,30.356833457805894,TE,dallas goedert
46119,6-5,298,1997-05-12,Texas,G,Connor Williams,77,1.9558,135.170416,35.33725144697717,OL,connor williams
46121,6-5,248,1995-07-11,Rutgers,DE,Kemoko Turay,77,1.9558,112.490816,29.40818241224946,DL,kemoko turay
46122,5-11,205,1995-09-16,North Carolina,SS,M.J. Stewart,71,1.8034,92.98636,28.59137993618182,DB,mj stewart
46123,6-1,200,1997-02-26,Wake Forest,FS,Jessie Bates,73,1.8541999999999998,90.7184,26.386526783186806,DB,jessie bates
46124,5-10,180,1995-11-08,Louisiana State,CB,Donte Jackson,70,1.778,81.64656,25.827024715273918,DB,donte jackson
46127,6-0,210,1996-09-30,Colorado,CB,Isaiah Oliver,72,1.8288,95.25431999999999,28.48080464679448,DB,isaiah oliver
46130,6-4,198,1996-09-23,Louisiana State,WR,D.J. Chark,76,1.9304,89.811216,24.101049725645158,WR,dj chark
46131,6-7,297,1995-09-15,Pittsburgh,T,Brian O'Neill,79,2.0065999999999997,134.716824,33.458018718633184,OL,brian oneill
46132,6-1,206,1996-12-31,Auburn,CB,Carlton Davis,73,1.8541999999999998,93.439952,27.17812258668241,DB,carlton davis
46133,6-3,277,1995-01-30,Ohio State,DE,Tyquan Lewis,75,1.905,125.644984,34.62224261337411,DL,tyquan lewis
46135,6-5,250,1995-12-10,Georgia,OLB,Lorenzo Carter,77,1.9558,113.398,29.645345173638567,LB,lorenzo carter
46137,6-1,204,1997-02-15,Stanford,SS,Justin Reid,73,1.8541999999999998,92.532768,26.91425731885054,DB,justin reid
46138,6-3,311,1995-04-20,North Carolina State,DT,B.J. Hill,75,1.905,141.067112,38.8719041615861,DL,bj hill
46139,6-3,236,1996-11-19,Brigham Young,ILB,Fred Warner,75,1.905,107.047712,29.497650746412607,LB,fred warner
46141,6-4,315,1993-10-09,Fort Hays State,DT,Nathan Shepherd,76,1.9304,142.88148,38.342579108980935,DL,nathan shepherd
46142,6-2,225,1996-12-25,Ohio State,ILB,Jerome Baker,74,1.8796,102.0582,28.887970485948276,LB,jerome baker
46143,6-6,315,1996-09-10,Louisville,T,Geron Christian,78,1.9811999999999999,142.88148,36.40150179708644,OL,geron christian
